apparentTemperature,cloudCover,datetime,dewPoint,humidity,icon,lat,long,ozone,precipIntensity,precipProbability,precipType,pressure,station_id,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
17.63,0.83,2018-05-15 03:00:00,10.56,0.63,partly-cloudy-day,51.456357,0.040725,352.33,0.0,0.0,,1019.56,GR9,Mostly Cloudy,17.63,1526378400,3.0,10.0,13,13.85,8.85
19.28,0.73,2018-05-15 04:00:00,10.87,0.58,partly-cloudy-day,51.456357,0.040725,353.3,0.0,0.0,,1019.49,GR9,Mostly Cloudy,19.28,1526382000,4.0,10.0,21,12.5,8.64
20.39,0.6,2018-05-15 05:00:00,10.92,0.55,partly-cloudy-day,51.456357,0.040725,354.18,0.0,0.0,,1019.41,GR9,Mostly Cloudy,20.39,1526385600,4.0,10.0,25,11.43,8.54
21.38,0.4,2018-05-15 06:00:00,10.54,0.5,partly-cloudy-day,51.456357,0.040725,355.16,0.0,0.0,,1019.22,GR9,Partly Cloudy,21.38,1526389200,4.0,10.0,26,10.77,8.6
22.18,0.17,2018-05-15 07:00:00,9.89,0.46,clear-day,51.456357,0.040725,355.99,0.0,0.0,,1018.99,GR9,Clear,22.18,1526392800,4.0,10.0,26,10.41,8.75
22.72,0.01,2018-05-15 08:00:00,9.33,0.43,clear-day,51.456357,0.040725,355.73,0.0,0.0,,1018.81,GR9,Clear,22.72,1526396400,3.0,10.0,26,10.42,8.85
22.86,0.0,2018-05-15 09:00:00,9.05,0.41,clear-day,51.456357,0.040725,353.57,0.0,0.0,,1018.73,GR9,Clear,22.86,1526400000,2.0,10.0,25,11.11,8.97
22.63,0.0,2018-05-15 10:00:00,8.91,0.42,clear-day,51.456357,0.040725,350.32,0.0,0.0,,1018.73,GR9,Clear,22.63,1526403600,1.0,10.0,26,12.17,9.02
21.86,0.0,2018-05-15 11:00:00,8.84,0.43,clear-day,51.456357,0.040725,347.69,0.0,0.0,,1018.85,GR9,Clear,21.86,1526407200,1.0,10.0,26,12.75,8.77
20.66,0.0,2018-05-15 12:00:00,8.86,0.47,clear-day,51.456357,0.040725,346.33,0.0,0.0,,1019.19,GR9,Clear,20.66,1526410800,0.0,10.0,28,12.21,7.87
18.81,0.0,2018-05-15 13:00:00,8.95,0.53,clear-night,51.456357,0.040725,345.5,0.0,0.0,,1019.66,GR9,Clear,18.81,1526414400,0.0,10.0,28,11.16,6.58
17.08,0.0,2018-05-15 14:00:00,9.02,0.59,clear-night,51.456357,0.040725,344.82,0.0,0.0,,1020.06,GR9,Clear,17.08,1526418000,0.0,10.0,25,10.65,5.65
16.04,0.09,2018-05-15 15:00:00,8.97,0.63,clear-night,51.456357,0.040725,344.11,0.0,0.0,,1020.3,GR9,Clear,16.04,1526421600,0.0,10.0,17,11.01,5.45
13.91,0.41,2018-05-14 16:00:00,8.18,0.68,partly-cloudy-night,51.52078746,0.205460706,331.1,0.0,0.0,,1018.96,HV1,Partly Cloudy,13.91,1526338800,0.0,10.0,6,20.18,11.34
13.57,0.51,2018-05-14 17:00:00,8.19,0.7,partly-cloudy-night,51.52078746,0.205460706,332.56,0.0076,0.03,rain,1018.92,HV1,Partly Cloudy,13.57,1526342400,0.0,9.32,5,19.03,11.06
13.26,0.6,2018-05-14 18:00:00,8.23,0.72,partly-cloudy-night,51.52078746,0.205460706,334.94,0.0,0.0,,1018.83,HV1,Mostly Cloudy,13.26,1526346000,0.0,9.32,3,19.24,10.7
12.69,0.67,2018-05-14 19:00:00,8.35,0.75,partly-cloudy-night,51.52078746,0.205460706,337.8,0.0,0.0,,1018.68,HV1,Mostly Cloudy,12.69,1526349600,0.0,9.32,0,20.08,10.37
12.07,0.72,2018-05-14 20:00:00,8.47,0.79,partly-cloudy-night,51.52078746,0.205460706,340.62,0.0,0.0,,1018.6,HV1,Mostly Cloudy,12.07,1526353200,0.0,9.32,359,20.38,10.15
11.49,0.75,2018-05-14 21:00:00,8.52,0.82,partly-cloudy-night,51.52078746,0.205460706,343.43,0.0,0.0,,1018.68,HV1,Mostly Cloudy,11.49,1526356800,0.0,9.32,1,19.55,10.12
11.27,0.77,2018-05-14 22:00:00,8.57,0.83,partly-cloudy-day,51.52078746,0.205460706,346.1,0.0,0.0,,1018.79,HV1,Mostly Cloudy,11.27,1526360400,0.0,9.32,3,18.19,10.22
11.65,0.79,2018-05-14 23:00:00,8.77,0.82,partly-cloudy-day,51.52078746,0.205460706,348.25,0.0076,0.03,rain,1018.94,HV1,Mostly Cloudy,11.65,1526364000,0.0,9.32,6,16.96,10.16
12.87,0.82,2018-05-15 00:00:00,9.24,0.79,partly-cloudy-day,51.52078746,0.205460706,349.41,0.0,0.0,,1019.13,HV1,Mostly Cloudy,12.87,1526367600,1.0,10.0,7,16.17,9.83
14.53,0.85,2018-05-15 01:00:00,9.86,0.74,partly-cloudy-day,51.52078746,0.205460706,349.98,0.0,0.0,,1019.35,HV1,Mostly Cloudy,14.53,1526371200,1.0,10.0,7,15.51,9.4
16.29,0.83,2018-05-15 02:00:00,10.38,0.68,partly-cloudy-day,51.52078746,0.205460706,350.57,0.0,0.0,,1019.47,HV1,Mostly Cloudy,16.29,1526374800,2.0,10.0,10,14.72,9.05
18.0,0.76,2018-05-15 03:00:00,10.72,0.62,partly-cloudy-day,51.52078746,0.205460706,351.49,0.0,0.0,,1019.53,HV1,Mostly Cloudy,18.0,1526378400,3.0,10.0,14,13.58,8.87
19.64,0.64,2018-05-15 04:00:00,10.96,0.57,partly-cloudy-day,51.52078746,0.205460706,352.44,0.0,0.0,,1019.48,HV1,Mostly Cloudy,19.64,1526382000,4.0,10.0,22,12.29,8.8
20.73,0.51,2018-05-15 05:00:00,10.99,0.54,partly-cloudy-day,51.52078746,0.205460706,353.35,0.0,0.0,,1019.4,HV1,Partly Cloudy,20.73,1526385600,5.0,10.0,27,11.29,8.75
21.71,0.35,2018-05-15 06:00:00,10.68,0.5,partly-cloudy-day,51.52078746,0.205460706,354.57,0.0,0.0,,1019.24,HV1,Partly Cloudy,21.71,1526389200,5.0,10.0,28,10.63,8.77
22.48,0.16,2018-05-15 07:00:00,10.17,0.46,clear-day,51.52078746,0.205460706,355.75,0.0,0.0,,1019.0,HV1,Clear,22.48,1526392800,4.0,10.0,27,10.23,8.84
23.01,0.03,2018-05-15 08:00:00,9.71,0.43,clear-day,51.52078746,0.205460706,355.91,0.0,0.0,,1018.81,HV1,Clear,23.01,1526396400,3.0,10.0,26,10.23,8.89
23.08,0.01,2018-05-15 09:00:00,9.44,0.42,clear-day,51.52078746,0.205460706,354.18,0.0,0.0,,1018.73,HV1,Clear,23.08,1526400000,2.0,10.0,26,10.83,9.03
22.82,0.02,2018-05-15 10:00:00,9.25,0.42,clear-day,51.52078746,0.205460706,351.42,0.0,0.0,,1018.73,HV1,Clear,22.82,1526403600,1.0,10.0,28,11.84,9.17
21.98,0.03,2018-05-15 11:00:00,9.11,0.44,clear-day,51.52078746,0.205460706,349.05,0.0,0.0,,1018.82,HV1,Clear,21.98,1526407200,0.0,10.0,28,12.46,8.94
20.63,0.01,2018-05-15 12:00:00,9.02,0.47,clear-day,51.52078746,0.205460706,347.6,0.0,0.0,,1019.16,HV1,Clear,20.63,1526410800,0.0,10.0,31,12.33,8.0
18.55,0.0,2018-05-15 13:00:00,8.96,0.54,clear-night,51.52078746,0.205460706,346.51,0.0,0.0,,1019.63,HV1,Clear,18.55,1526414400,0.0,10.0,32,11.81,6.7
16.61,0.0,2018-05-15 14:00:00,8.89,0.6,clear-night,51.52078746,0.205460706,345.68,0.0,0.0,,1020.03,HV1,Clear,16.61,1526418000,0.0,10.0,29,11.37,5.73
15.33,0.07,2018-05-15 15:00:00,8.76,0.65,clear-night,51.52078746,0.205460706,345.08,0.0,0.0,,1020.24,HV1,Clear,15.33,1526421600,0.0,10.0,20,10.8,5.39
14.43,0.04,2018-05-14 16:00:00,7.71,0.64,clear-night,51.52104675,-0.21349214,330.39,0.0,0.0,,1019.44,KF1,Clear,14.43,1526338800,0.0,10.0,9,22.29,10.71
14.09,0.14,2018-05-14 17:00:00,7.74,0.66,clear-night,51.52104675,-0.21349214,333.05,0.0,0.0,,1019.4,KF1,Clear,14.09,1526342400,0.0,10.0,9,20.93,10.34
13.78,0.38,2018-05-14 18:00:00,7.81,0.67,partly-cloudy-night,51.52104675,-0.21349214,336.23,0.0,0.0,,1019.32,KF1,Partly Cloudy,13.78,1526346000,0.0,10.0,7,20.16,10.15
13.36,0.69,2018-05-14 19:00:00,7.92,0.7,partly-cloudy-night,51.52104675,-0.21349214,339.8,0.0,0.0,,1019.16,KF1,Mostly Cloudy,13.36,1526349600,0.0,10.0,4,19.62,10.04
12.67,0.92,2018-05-14 20:00:00,8.06,0.74,partly-cloudy-night,51.52104675,-0.21349214,343.08,0.0,0.0,,1019.05,KF1,Mostly Cloudy,12.67,1526353200,0.0,9.32,3,18.98,9.97
12.04,0.97,2018-05-14 21:00:00,8.16,0.77,cloudy,51.52104675,-0.21349214,345.69,0.0,0.0,,1019.1,KF1,Overcast,12.04,1526356800,0.0,9.32,4,18.18,9.91
11.58,0.94,2018-05-14 22:00:00,8.29,0.8,cloudy,51.52104675,-0.21349214,347.92,0.0051,0.03,rain,1019.21,KF1,Overcast,11.58,1526360400,0.0,9.32,7,17.31,9.85
11.71,0.92,2018-05-14 23:00:00,8.51,0.81,partly-cloudy-day,51.52104675,-0.21349214,349.72,0.0102,0.04,rain,1019.32,KF1,Mostly Cloudy,11.71,1526364000,0.0,9.32,9,16.52,9.77
12.33,0.94,2018-05-15 00:00:00,8.92,0.8,cloudy,51.52104675,-0.21349214,350.8,0.0076,0.03,rain,1019.49,KF1,Overcast,12.33,1526367600,1.0,10.0,9,16.0,9.68
13.42,0.97,2018-05-15 01:00:00,9.42,0.77,cloudy,51.52104675,-0.21349214,351.56,0.0,0.0,,1019.65,KF1,Overcast,13.42,1526371200,1.0,10.0,7,15.54,9.51
14.66,0.97,2018-05-15 02:00:00,9.87,0.73,cloudy,51.52104675,-0.21349214,352.24,0.0,0.0,,1019.76,KF1,Overcast,14.66,1526374800,2.0,10.0,7,14.89,9.31
16.44,0.93,2018-05-15 03:00:00,10.33,0.67,partly-cloudy-day,51.52104675,-0.21349214,353.33,0.0,0.0,,1019.76,KF1,Mostly Cloudy,16.44,1526378400,3.0,10.0,12,13.74,8.9
18.47,0.85,2018-05-15 04:00:00,10.76,0.61,partly-cloudy-day,51.52104675,-0.21349214,354.51,0.0,0.0,,1019.68,KF1,Mostly Cloudy,18.47,1526382000,3.0,10.0,18,12.38,8.41
20.11,0.73,2018-05-15 05:00:00,10.91,0.55,partly-cloudy-day,51.52104675,-0.21349214,355.23,0.0,0.0,,1019.57,KF1,Mostly Cloudy,20.11,1526385600,4.0,10.0,21,11.29,8.08
21.56,0.5,2018-05-15 06:00:00,10.58,0.5,partly-cloudy-day,51.52104675,-0.21349214,355.43,0.0,0.0,,1019.37,KF1,Partly Cloudy,21.56,1526389200,4.0,10.0,24,10.64,8.07
22.65,0.21,2018-05-15 07:00:00,9.98,0.45,clear-day,51.52104675,-0.21349214,355.24,0.0,0.0,,1019.1,KF1,Clear,22.65,1526392800,4.0,10.0,24,10.28,8.21
23.21,0.0,2018-05-15 08:00:00,9.51,0.42,clear-day,51.52104675,-0.21349214,354.14,0.0,0.0,,1018.94,KF1,Clear,23.21,1526396400,3.0,10.0,25,10.24,8.28
23.15,0.0,2018-05-15 09:00:00,9.38,0.42,clear-day,51.52104675,-0.21349214,351.59,0.0,0.0,,1018.83,KF1,Clear,23.15,1526400000,2.0,10.0,25,10.7,8.21
22.58,0.0,2018-05-15 10:00:00,9.41,0.43,clear-day,51.52104675,-0.21349214,348.21,0.0,0.0,,1018.8,KF1,Clear,22.58,1526403600,1.0,10.0,23,11.5,8.09
21.57,0.0,2018-05-15 11:00:00,9.46,0.46,clear-day,51.52104675,-0.21349214,345.53,0.0,0.0,,1018.91,KF1,Clear,21.57,1526407200,1.0,10.0,22,12.02,7.78
20.24,0.02,2018-05-15 12:00:00,9.46,0.5,clear-day,51.52104675,-0.21349214,344.33,0.0,0.0,,1019.26,KF1,Clear,20.24,1526410800,0.0,10.0,24,11.72,7.04
18.52,0.05,2018-05-15 13:00:00,9.48,0.56,clear-night,51.52104675,-0.21349214,343.81,0.0,0.0,,1019.74,KF1,Clear,18.52,1526414400,0.0,10.0,22,11.16,6.03
17.01,0.11,2018-05-15 14:00:00,9.43,0.61,clear-night,51.52104675,-0.21349214,343.31,0.0,0.0,,1020.13,KF1,Clear,17.01,1526418000,0.0,10.0,21,11.34,5.47
16.13,0.21,2018-05-15 15:00:00,9.14,0.63,clear-night,51.52104675,-0.21349214,342.7,0.0051,0.02,rain,1020.38,KF1,Clear,16.13,1526421600,0.0,10.0,15,12.94,5.8
14.94,0.14,2018-05-14 16:00:00,8.03,0.63,clear-night,51.474954,-0.039641,329.94,0.0,0.0,,1019.19,LW2,Clear,14.94,1526338800,0.0,10.0,8,20.62,10.61
14.63,0.27,2018-05-14 17:00:00,8.03,0.65,partly-cloudy-night,51.474954,-0.039641,331.93,0.0,0.0,,1019.16,LW2,Partly Cloudy,14.63,1526342400,0.0,10.0,8,19.27,10.28
14.34,0.48,2018-05-14 18:00:00,8.07,0.66,partly-cloudy-night,51.474954,-0.039641,334.88,0.0,0.0,,1019.05,LW2,Partly Cloudy,14.34,1526346000,0.0,10.0,6,19.0,9.96
13.93,0.72,2018-05-14 19:00:00,8.19,0.68,partly-cloudy-night,51.474954,-0.039641,338.33,0.0,0.0,,1018.89,LW2,Mostly Cloudy,13.93,1526349600,0.0,10.0,3,19.23,9.69
13.19,0.89,2018-05-14 20:00:00,8.32,0.72,partly-cloudy-night,51.474954,-0.039641,341.64,0.0,0.0,,1018.81,LW2,Mostly Cloudy,13.19,1526353200,0.0,9.32,2,19.2,9.49
12.49,0.91,2018-05-14 21:00:00,8.41,0.76,partly-cloudy-night,51.474954,-0.039641,344.53,0.0,0.0,,1018.88,LW2,Mostly Cloudy,12.49,1526356800,0.0,9.32,3,18.54,9.43
11.96,0.86,2018-05-14 22:00:00,8.49,0.79,partly-cloudy-day,51.474954,-0.039641,347.2,0.0,0.0,,1018.99,LW2,Mostly Cloudy,11.96,1526360400,0.0,9.32,5,17.6,9.45
12.11,0.82,2018-05-14 23:00:00,8.67,0.8,partly-cloudy-day,51.474954,-0.039641,349.29,0.0076,0.03,rain,1019.11,LW2,Mostly Cloudy,12.11,1526364000,0.0,9.32,8,16.74,9.42
12.93,0.85,2018-05-15 00:00:00,9.07,0.77,partly-cloudy-day,51.474954,-0.039641,350.43,0.0,0.0,,1019.3,LW2,Mostly Cloudy,12.93,1526367600,1.0,10.0,8,16.16,9.3
14.32,0.9,2018-05-15 01:00:00,9.59,0.73,partly-cloudy-day,51.474954,-0.039641,351.09,0.0,0.0,,1019.5,LW2,Mostly Cloudy,14.32,1526371200,1.0,10.0,7,15.62,9.13
15.77,0.91,2018-05-15 02:00:00,10.05,0.69,partly-cloudy-day,51.474954,-0.039641,351.73,0.0,0.0,,1019.61,LW2,Mostly Cloudy,15.77,1526374800,2.0,10.0,8,14.93,8.94
17.47,0.86,2018-05-15 03:00:00,10.44,0.63,partly-cloudy-day,51.474954,-0.039641,352.74,0.0,0.0,,1019.62,LW2,Mostly Cloudy,17.47,1526378400,3.0,10.0,12,13.75,8.69
19.16,0.77,2018-05-15 04:00:00,10.76,0.58,partly-cloudy-day,51.474954,-0.039641,353.76,0.0,0.0,,1019.54,LW2,Mostly Cloudy,19.16,1526382000,4.0,10.0,20,12.39,8.4
20.31,0.64,2018-05-15 05:00:00,10.82,0.54,partly-cloudy-day,51.474954,-0.039641,354.62,0.0,0.0,,1019.46,LW2,Mostly Cloudy,20.31,1526385600,4.0,10.0,24,11.32,8.25
21.32,0.43,2018-05-15 06:00:00,10.41,0.5,partly-cloudy-day,51.474954,-0.039641,355.41,0.0,0.0,,1019.26,LW2,Partly Cloudy,21.32,1526389200,4.0,10.0,25,10.66,8.31
22.16,0.18,2018-05-15 07:00:00,9.73,0.45,clear-day,51.474954,-0.039641,355.97,0.0,0.0,,1019.02,LW2,Clear,22.16,1526392800,4.0,10.0,26,10.31,8.49
22.72,0.0,2018-05-15 08:00:00,9.16,0.42,clear-day,51.474954,-0.039641,355.46,0.0,0.0,,1018.84,LW2,Clear,22.72,1526396400,3.0,10.0,26,10.3,8.6
22.89,0.0,2018-05-15 09:00:00,8.92,0.41,clear-day,51.474954,-0.039641,353.12,0.0,0.0,,1018.76,LW2,Clear,22.89,1526400000,2.0,10.0,25,10.91,8.69
22.68,0.0,2018-05-15 10:00:00,8.84,0.41,clear-day,51.474954,-0.039641,349.73,0.0,0.0,,1018.75,LW2,Clear,22.68,1526403600,1.0,10.0,25,11.86,8.72
21.94,0.0,2018-05-15 11:00:00,8.84,0.43,clear-day,51.474954,-0.039641,347.03,0.0,0.0,,1018.87,LW2,Clear,21.94,1526407200,1.0,10.0,25,12.42,8.47
20.79,0.0,2018-05-15 12:00:00,8.91,0.47,clear-day,51.474954,-0.039641,345.72,0.0,0.0,,1019.22,LW2,Clear,20.79,1526410800,0.0,10.0,26,12.0,7.63
19.02,0.01,2018-05-15 13:00:00,9.06,0.52,clear-night,51.474954,-0.039641,345.04,0.0,0.0,,1019.69,LW2,Clear,19.02,1526414400,0.0,10.0,26,11.17,6.4
17.38,0.02,2018-05-15 14:00:00,9.16,0.59,clear-night,51.474954,-0.039641,344.43,0.0,0.0,,1020.09,LW2,Clear,17.38,1526418000,0.0,10.0,23,10.93,5.56
16.42,0.11,2018-05-15 15:00:00,9.07,0.62,clear-night,51.474954,-0.039641,343.74,0.0051,0.02,rain,1020.33,LW2,Clear,16.42,1526421600,0.0,10.0,16,11.72,5.5
14.54,0.08,2018-05-14 16:00:00,7.82,0.64,clear-night,51.52254,-0.15459,330.34,0.0,0.0,,1019.38,MY7,Clear,14.54,1526338800,0.0,10.0,8,21.8,10.69
14.22,0.19,2018-05-14 17:00:00,7.85,0.66,clear-night,51.52254,-0.15459,332.81,0.0,0.0,,1019.34,MY7,Clear,14.22,1526342400,0.0,10.0,8,20.43,10.34
13.93,0.42,2018-05-14 18:00:00,7.91,0.67,partly-cloudy-night,51.52254,-0.15459,335.93,0.0,0.0,,1019.24,MY7,Partly Cloudy,13.93,1526346000,0.0,10.0,7,19.8,10.11
13.52,0.7,2018-05-14 19:00:00,8.02,0.69,partly-cloudy-night,51.52254,-0.15459,339.46,0.0,0.0,,1019.09,MY7,Mostly Cloudy,13.52,1526349600,0.0,10.0,4,19.49,9.96
12.82,0.91,2018-05-14 20:00:00,8.16,0.73,partly-cloudy-night,51.52254,-0.15459,342.74,0.0,0.0,,1018.99,MY7,Mostly Cloudy,12.82,1526353200,0.0,9.32,2,19.04,9.84
12.17,0.95,2018-05-14 21:00:00,8.26,0.77,cloudy,51.52254,-0.15459,345.42,0.0,0.0,,1019.04,MY7,Overcast,12.17,1526356800,0.0,9.32,4,18.28,9.78
11.7,0.92,2018-05-14 22:00:00,8.38,0.8,partly-cloudy-day,51.52254,-0.15459,347.76,0.0051,0.03,rain,1019.16,MY7,Mostly Cloudy,11.7,1526360400,0.0,9.32,6,17.4,9.74
11.83,0.89,2018-05-14 23:00:00,8.58,0.81,partly-cloudy-day,51.52254,-0.15459,349.63,0.0102,0.04,rain,1019.27,MY7,Mostly Cloudy,11.83,1526364000,0.0,9.32,8,16.59,9.67
12.51,0.91,2018-05-15 00:00:00,8.98,0.79,partly-cloudy-day,51.52254,-0.15459,350.71,0.0051,0.03,rain,1019.44,MY7,Mostly Cloudy,12.51,1526367600,1.0,10.0,8,16.05,9.57
13.67,0.95,2018-05-15 01:00:00,9.48,0.76,cloudy,51.52254,-0.15459,351.41,0.0,0.0,,1019.61,MY7,Overcast,13.67,1526371200,1.0,10.0,7,15.57,9.4
14.96,0.95,2018-05-15 02:00:00,9.94,0.72,cloudy,51.52254,-0.15459,352.07,0.0,0.0,,1019.73,MY7,Overcast,14.96,1526374800,2.0,10.0,7,14.9,9.19
16.69,0.91,2018-05-15 03:00:00,10.38,0.66,partly-cloudy-day,51.52254,-0.15459,353.14,0.0,0.0,,1019.73,MY7,Mostly Cloudy,16.69,1526378400,3.0,10.0,12,13.75,8.82
18.58,0.83,2018-05-15 04:00:00,10.78,0.6,partly-cloudy-day,51.52254,-0.15459,354.28,0.0,0.0,,1019.65,MY7,Mostly Cloudy,18.58,1526382000,4.0,10.0,18,12.38,8.39
20.06,0.71,2018-05-15 05:00:00,10.91,0.56,partly-cloudy-day,51.52254,-0.15459,355.05,0.0,0.0,,1019.54,MY7,Mostly Cloudy,20.06,1526385600,4.0,10.0,22,11.3,8.11
21.36,0.48,2018-05-15 06:00:00,10.55,0.5,partly-cloudy-day,51.52254,-0.15459,355.43,0.0,0.0,,1019.34,MY7,Partly Cloudy,21.36,1526389200,4.0,10.0,24,10.65,8.12
22.38,0.2,2018-05-15 07:00:00,9.92,0.45,clear-day,51.52254,-0.15459,355.48,0.0,0.0,,1019.09,MY7,Clear,22.38,1526392800,4.0,10.0,25,10.29,8.28
22.94,0.0,2018-05-15 08:00:00,9.42,0.42,clear-day,51.52254,-0.15459,354.57,0.0,0.0,,1018.91,MY7,Clear,22.94,1526396400,3.0,10.0,25,10.26,8.37
22.96,0.0,2018-05-15 09:00:00,9.26,0.42,clear-day,51.52254,-0.15459,352.09,0.0,0.0,,1018.81,MY7,Clear,22.96,1526400000,2.0,10.0,25,10.75,8.34
22.51,0.0,2018-05-15 10:00:00,9.27,0.43,clear-day,51.52254,-0.15459,348.71,0.0,0.0,,1018.79,MY7,Clear,22.51,1526403600,1.0,10.0,24,11.57,8.25
21.59,0.0,2018-05-15 11:00:00,9.3,0.45,clear-day,51.52254,-0.15459,346.02,0.0,0.0,,1018.9,MY7,Clear,21.59,1526407200,1.0,10.0,23,12.09,7.95
20.31,0.01,2018-05-15 12:00:00,9.31,0.49,clear-day,51.52254,-0.15459,344.79,0.0,0.0,,1019.25,MY7,Clear,20.31,1526410800,0.0,10.0,25,11.75,7.18
18.57,0.04,2018-05-15 13:00:00,9.37,0.55,clear-night,51.52254,-0.15459,344.23,0.0,0.0,,1019.73,MY7,Clear,18.57,1526414400,0.0,10.0,24,11.11,6.12
17.02,0.08,2018-05-15 14:00:00,9.35,0.61,clear-night,51.52254,-0.15459,343.71,0.0,0.0,,1020.13,MY7,Clear,17.02,1526418000,0.0,10.0,22,11.17,5.48
16.12,0.18,2018-05-15 15:00:00,9.11,0.63,clear-night,51.52254,-0.15459,343.08,0.0051,0.02,rain,1020.37,MY7,Clear,16.12,1526421600,0.0,10.0,16,12.53,5.7
14.12,0.27,2018-05-14 16:00:00,8.1,0.67,partly-cloudy-night,51.56948433,0.082907475,330.68,0.0,0.0,,1019.17,RB7,Partly Cloudy,14.12,1526338800,0.0,10.0,7,20.94,11.2
13.83,0.4,2018-05-14 17:00:00,8.11,0.68,partly-cloudy-night,51.56948433,0.082907475,332.56,0.0051,0.02,rain,1019.13,RB7,Partly Cloudy,13.83,1526342400,0.0,10.0,6,19.6,10.94
13.54,0.54,2018-05-14 18:00:00,8.17,0.7,partly-cloudy-night,51.56948433,0.082907475,335.32,0.0,0.0,,1019.02,RB7,Partly Cloudy,13.54,1526346000,0.0,10.0,5,19.44,10.62
13.03,0.69,2018-05-14 19:00:00,8.29,0.73,partly-cloudy-night,51.56948433,0.082907475,338.55,0.0,0.0,,1018.88,RB7,Mostly Cloudy,13.03,1526349600,0.0,9.67,2,19.83,10.32
12.37,0.79,2018-05-14 20:00:00,8.42,0.77,partly-cloudy-night,51.56948433,0.082907475,341.63,0.0,0.0,,1018.79,RB7,Mostly Cloudy,12.37,1526353200,0.0,9.32,1,19.9,10.12
11.76,0.82,2018-05-14 21:00:00,8.51,0.8,partly-cloudy-night,51.56948433,0.082907475,344.41,0.0,0.0,,1018.86,RB7,Mostly Cloudy,11.76,1526356800,0.0,9.32,2,19.21,10.09
11.42,0.81,2018-05-14 22:00:00,8.59,0.83,partly-cloudy-day,51.56948433,0.082907475,346.97,0.0,0.0,,1018.97,RB7,Mostly Cloudy,11.42,1526360400,0.0,9.32,4,18.2,10.17
11.71,0.8,2018-05-14 23:00:00,8.8,0.82,partly-cloudy-day,51.56948433,0.082907475,348.98,0.0076,0.03,rain,1019.1,RB7,Mostly Cloudy,11.71,1526364000,0.0,9.32,7,17.25,10.13
12.77,0.84,2018-05-15 00:00:00,9.27,0.79,partly-cloudy-day,51.56948433,0.082907475,350.03,0.0,0.0,,1019.28,RB7,Mostly Cloudy,12.77,1526367600,1.0,10.0,7,16.57,9.91
14.3,0.87,2018-05-15 01:00:00,9.87,0.75,partly-cloudy-day,51.56948433,0.082907475,350.55,0.0,0.0,,1019.49,RB7,Mostly Cloudy,14.3,1526371200,1.0,10.0,6,15.93,9.62
15.93,0.88,2018-05-15 02:00:00,10.39,0.7,partly-cloudy-day,51.56948433,0.082907475,351.12,0.0,0.0,,1019.61,RB7,Mostly Cloudy,15.93,1526374800,2.0,10.0,8,15.15,9.32
17.63,0.83,2018-05-15 03:00:00,10.83,0.64,partly-cloudy-day,51.56948433,0.082907475,352.1,0.0,0.0,,1019.63,RB7,Mostly Cloudy,17.63,1526378400,3.0,10.0,12,13.96,9.04
19.31,0.74,2018-05-15 04:00:00,11.19,0.59,partly-cloudy-day,51.56948433,0.082907475,353.15,0.0,0.0,,1019.56,RB7,Mostly Cloudy,19.31,1526382000,4.0,10.0,19,12.6,8.76
20.44,0.62,2018-05-15 05:00:00,11.29,0.56,partly-cloudy-day,51.56948433,0.082907475,354.08,0.0,0.0,,1019.47,RB7,Mostly Cloudy,20.44,1526385600,4.0,10.0,24,11.54,8.6
21.46,0.42,2018-05-15 06:00:00,10.94,0.51,partly-cloudy-day,51.56948433,0.082907475,355.08,0.0,0.0,,1019.28,RB7,Partly Cloudy,21.46,1526389200,4.0,10.0,26,10.87,8.65
22.27,0.19,2018-05-15 07:00:00,10.31,0.47,clear-day,51.56948433,0.082907475,355.89,0.0,0.0,,1019.04,RB7,Clear,22.27,1526392800,4.0,10.0,27,10.5,8.82
22.83,0.01,2018-05-15 08:00:00,9.77,0.44,clear-day,51.56948433,0.082907475,355.67,0.0,0.0,,1018.85,RB7,Clear,22.83,1526396400,3.0,10.0,27,10.48,8.9
22.94,0.0,2018-05-15 09:00:00,9.53,0.43,clear-day,51.56948433,0.082907475,353.59,0.0,0.0,,1018.77,RB7,Clear,22.94,1526400000,2.0,10.0,27,11.12,8.9
22.73,0.01,2018-05-15 10:00:00,9.42,0.43,clear-day,51.56948433,0.082907475,350.46,0.0,0.0,,1018.76,RB7,Clear,22.73,1526403600,1.0,10.0,27,12.12,8.82
21.92,0.01,2018-05-15 11:00:00,9.32,0.45,clear-day,51.56948433,0.082907475,347.9,0.0,0.0,,1018.86,RB7,Clear,21.92,1526407200,1.0,10.0,28,12.61,8.48
20.59,0.0,2018-05-15 12:00:00,9.17,0.48,clear-day,51.56948433,0.082907475,346.57,0.0,0.0,,1019.21,RB7,Clear,20.59,1526410800,0.0,10.0,30,11.95,7.63
18.52,0.0,2018-05-15 13:00:00,9.02,0.54,clear-night,51.56948433,0.082907475,345.77,0.0,0.0,,1019.69,RB7,Clear,18.52,1526414400,0.0,10.0,31,10.76,6.47
16.63,0.0,2018-05-15 14:00:00,8.88,0.6,clear-night,51.56948433,0.082907475,345.12,0.0,0.0,,1020.09,RB7,Clear,16.63,1526418000,0.0,10.0,28,10.17,5.66
15.53,0.09,2018-05-15 15:00:00,8.74,0.64,clear-night,51.56948433,0.082907475,344.51,0.0,0.0,,1020.32,RB7,Clear,15.53,1526421600,0.0,10.0,19,10.54,5.52
